,Province,Prefecture,county
0,bei jing,bei jing,dong cheng
1,bei jing,bei jing,xi cheng
2,bei jing,bei jing,chao yang
3,bei jing,bei jing,feng tai
4,bei jing,bei jing,shi jing shan
5,bei jing,bei jing,hai dian
6,bei jing,bei jing,men tou gou
7,bei jing,bei jing,fang shan
8,bei jing,bei jing,tong zhou
9,bei jing,bei jing,shun yi
10,bei jing,bei jing,chang ping
11,bei jing,bei jing,da xing
12,bei jing,bei jing,da xing
13,bei jing,bei jing,huai rou
14,bei jing,bei jing,mi yun
15,bei jing,bei jing,yan qing
16,tian jin,tian jin,he ping
17,tian jin,tian jin,he dong
18,tian jin,tian jin,he xi
19,tian jin,tian jin,nan kai
20,tian jin,tian jin,he bei
21,tian jin,tian jin,hong qiao
22,tian jin,tian jin,dong li
23,tian jin,tian jin,xi qing
24,tian jin,tian jin,jin nan
25,tian jin,tian jin,bei chen
26,tian jin,tian jin,wu qing
27,tian jin,tian jin,bao chi
28,tian jin,tian jin,ning he
29,tian jin,tian jin,jing hai
30,tian jin,tian jin,bin hai xin
31,tian jin,tian jin,ji zhou
32,he bei,shi jia zhuang,chang an
33,he bei,shi jia zhuang,yu hua
34,he bei,shi jia zhuang,qiao xi
35,he bei,shi jia zhuang,xin hua
36,he bei,shi jia zhuang,gao cheng
37,he bei,shi jia zhuang,lu quan
38,he bei,shi jia zhuang,luan cheng
39,he bei,shi jia zhuang,jing xing kuang
40,he bei,shi jia zhuang,jing xing
41,he bei,shi jia zhuang,zheng ding
42,he bei,shi jia zhuang,luan cheng
43,he bei,shi jia zhuang,xing tang
44,he bei,shi jia zhuang,ling shou
45,he bei,shi jia zhuang,gao yi
46,he bei,shi jia zhuang,shen ze
47,he bei,shi jia zhuang,zan huang
48,he bei,shi jia zhuang,wu ji
49,he bei,shi jia zhuang,ping shan
50,he bei,shi jia zhuang,yuan shi
51,he bei,shi jia zhuang,zhao
52,he bei,shi jia zhuang,xin ji
53,he bei,shi jia zhuang,jin zhou
54,he bei,shi jia zhuang,xin le
55,he bei,tang shan,lu nan
56,he bei,tang shan,lu bei
57,he bei,tang shan,gu ye
58,he bei,tang shan,kai ping
59,he bei,tang shan,feng run
60,he bei,tang shan,feng nan
61,he bei,tang shan,cao fei dian
62,he bei,tang shan,zun hua
63,he bei,tang shan,qian an
64,he bei,tang shan,luan
65,he bei,tang shan,luan nan
66,he bei,tang shan,le ting
67,he bei,tang shan,qian xi
68,he bei,tang shan,yu tian
69,he bei,qin huang dao,hai gang
70,he bei,qin huang dao,shan hai guan
71,he bei,qin huang dao,bei dai he
72,he bei,qin huang dao,fu ning
73,he bei,qin huang dao,chang li
74,he bei,qin huang dao,lu long
75,he bei,qin huang dao,qing long man
76,he bei,han dan,han shan
77,he bei,han dan,cong tai
78,he bei,han dan,fu xing
79,he bei,han dan,feng feng kuang
80,he bei,han dan,fei xiang
81,he bei,han dan,yong nian
82,he bei,han dan,cheng an
83,he bei,han dan,da ming
84,he bei,han dan,she
85,he bei,han dan,ci
86,he bei,han dan,lin zhang
87,he bei,han dan,qiu
88,he bei,han dan,ji ze
89,he bei,han dan,guang ping
90,he bei,han dan,guan tao
91,he bei,han dan,wei
92,he bei,han dan,qu zhou
93,he bei,han dan,wu an
94,he bei,xing tai,qiao dong
95,he bei,xing tai,qiao xi
96,he bei,xing tai,xing tai
97,he bei,xing tai,lin cheng
98,he bei,xing tai,nei qiu
99,he bei,xing tai,bai xiang
100,he bei,xing tai,long yao
101,he bei,xing tai,ren
102,he bei,xing tai,nan he
103,he bei,xing tai,ning jin
104,he bei,xing tai,ju lu
105,he bei,xing tai,xin he
106,he bei,xing tai,guang zong
107,he bei,xing tai,ping xiang
108,he bei,xing tai,wei
109,he bei,xing tai,qing he
110,he bei,xing tai,lin xi
111,he bei,xing tai,nan gong
112,he bei,xing tai,sha he
113,he bei,bao ding,jing xiu
114,he bei,bao ding,lian chi
115,he bei,bao ding,man cheng
116,he bei,bao ding,qing yuan
117,he bei,bao ding,xu shui
118,he bei,bao ding,lai shui
119,he bei,bao ding,fu ping
120,he bei,bao ding,ding xing
121,he bei,bao ding,tang
122,he bei,bao ding,gao yang
123,he bei,bao ding,rong cheng
124,he bei,bao ding,lai yuan
125,he bei,bao ding,wang du
126,he bei,bao ding,an xin
127,he bei,bao ding,yi
128,he bei,bao ding,qu yang
129,he bei,bao ding,li
130,he bei,bao ding,shun ping
131,he bei,bao ding,bo ye
132,he bei,bao ding,xiong
133,he bei,bao ding,zhuo zhou
134,he bei,bao ding,ding zhou
135,he bei,bao ding,an guo
136,he bei,bao ding,gao bei dian
137,he bei,zhang jia kou,qiao dong
138,he bei,zhang jia kou,qiao xi
139,he bei,zhang jia kou,xuan hua
140,he bei,zhang jia kou,xia hua yuan
141,he bei,zhang jia kou,wan quan
142,he bei,zhang jia kou,chong li
143,he bei,zhang jia kou,zhang bei
144,he bei,zhang jia kou,kang bao
145,he bei,zhang jia kou,gu yuan
146,he bei,zhang jia kou,shang yi
147,he bei,zhang jia kou,wei
148,he bei,zhang jia kou,yang yuan
149,he bei,zhang jia kou,huai an
150,he bei,zhang jia kou,huai lai
151,he bei,zhang jia kou,zhuo lu
152,he bei,zhang jia kou,chi cheng
153,he bei,cheng de,shuang qiao
154,he bei,cheng de,shuang luan
155,he bei,cheng de,ying shou ying zi kuang
156,he bei,cheng de,cheng de
157,he bei,cheng de,xing long
158,he bei,cheng de,ping quan
159,he bei,cheng de,luan ping
160,he bei,cheng de,long hua
161,he bei,cheng de,feng ning man
162,he bei,cheng de,kuan cheng man
163,he bei,cheng de,wei chang man meng gu
164,he bei,cang zhou,xin hua
165,he bei,cang zhou,yun he
166,he bei,cang zhou,cang
167,he bei,cang zhou,qing
168,he bei,cang zhou,dong guang
169,he bei,cang zhou,hai xing
170,he bei,cang zhou,yan shan
171,he bei,cang zhou,su ning
172,he bei,cang zhou,nan pi
173,he bei,cang zhou,wu qiao
174,he bei,cang zhou,xian
175,he bei,cang zhou,meng cun hui
176,he bei,cang zhou,bo tou
177,he bei,cang zhou,ren qiu
178,he bei,cang zhou,huang hua
179,he bei,cang zhou,he jian
180,he bei,lang fang,guang yang
181,he bei,lang fang,an ci
182,he bei,lang fang,gu an
183,he bei,lang fang,yong qing
184,he bei,lang fang,xiang he
185,he bei,lang fang,da cheng
186,he bei,lang fang,wen an
187,he bei,lang fang,da chang hui
188,he bei,lang fang,ba zhou
189,he bei,lang fang,san he
190,he bei,heng shui,tao cheng
191,he bei,heng shui,ji zhou
192,he bei,heng shui,zao qiang
193,he bei,heng shui,wu yi
194,he bei,heng shui,wu qiang
195,he bei,heng shui,rao yang
196,he bei,heng shui,an ping
197,he bei,heng shui,gu cheng
198,he bei,heng shui,jing
199,he bei,heng shui,fu cheng
200,he bei,heng shui,shen zhou
201,shan xi,tai yuan,xiao dian
202,shan xi,tai yuan,ying ze
203,shan xi,tai yuan,xing hua ling
204,shan xi,tai yuan,jian cao ping
205,shan xi,tai yuan,wan bai lin
206,shan xi,tai yuan,jin yuan
207,shan xi,tai yuan,qing xu
208,shan xi,tai yuan,yang qu
209,shan xi,tai yuan,lou fan
210,shan xi,tai yuan,gu jiao
211,shan xi,da tong,cheng
212,shan xi,da tong,kuang
213,shan xi,da tong,nan jiao
214,shan xi,da tong,xin rong
215,shan xi,da tong,yang gao
216,shan xi,da tong,tian zhen
217,shan xi,da tong,guang ling
218,shan xi,da tong,ling qiu
219,shan xi,da tong,hun yuan
220,shan xi,da tong,zuo yun
221,shan xi,da tong,da tong
222,shan xi,yang quan,cheng
223,shan xi,yang quan,kuang
224,shan xi,yang quan,jiao
225,shan xi,yang quan,ping ding
226,shan xi,yang quan,yu
227,shan xi,chang zhi,cheng
228,shan xi,chang zhi,jiao
229,shan xi,chang zhi,chang zhi
230,shan xi,chang zhi,xiang yuan
231,shan xi,chang zhi,tun liu
232,shan xi,chang zhi,ping shun
233,shan xi,chang zhi,li cheng
234,shan xi,chang zhi,hu guan
235,shan xi,chang zhi,chang zi
236,shan xi,chang zhi,wu xiang
237,shan xi,chang zhi,qin
238,shan xi,chang zhi,qin yuan
239,shan xi,chang zhi,lu cheng
240,shan xi,jin cheng,cheng
241,shan xi,jin cheng,qin shui
242,shan xi,jin cheng,yang cheng
243,shan xi,jin cheng,ling chuan
244,shan xi,jin cheng,ze zhou
245,shan xi,jin cheng,gao ping
246,shan xi,shuo zhou,shuo cheng
247,shan xi,shuo zhou,ping lu
248,shan xi,shuo zhou,shan yin
249,shan xi,shuo zhou,ying
250,shan xi,shuo zhou,you yu
251,shan xi,shuo zhou,huai ren
252,shan xi,xin zhou,xin fu
253,shan xi,xin zhou,yuan ping
254,shan xi,xin zhou,ding xiang
255,shan xi,xin zhou,wu tai
256,shan xi,xin zhou,dai
257,shan xi,xin zhou,fan zhi
258,shan xi,xin zhou,ning wu
259,shan xi,xin zhou,jing le
260,shan xi,xin zhou,shen chi
261,shan xi,xin zhou,wu zhai
262,shan xi,xin zhou,ke lan
263,shan xi,xin zhou,he qu
264,shan xi,xin zhou,bao de
265,shan xi,xin zhou,pian guan
266,shan xi,lv liang,li shi
267,shan xi,lv liang,xiao yi
268,shan xi,lv liang,fen yang
269,shan xi,lv liang,wen shui
270,shan xi,lv liang,jiao cheng
271,shan xi,lv liang,xing
272,shan xi,lv liang,lin
273,shan xi,lv liang,liu lin
274,shan xi,lv liang,shi lou
275,shan xi,lv liang,lan
276,shan xi,lv liang,fang shan
277,shan xi,lv liang,zhong yang
278,shan xi,lv liang,jiao kou
279,shan xi,jin zhong,yu ci
280,shan xi,jin zhong,jie xiu
281,shan xi,jin zhong,yu she
282,shan xi,jin zhong,zuo quan
283,shan xi,jin zhong,he shun
284,shan xi,jin zhong,xi yang
285,shan xi,jin zhong,shou yang
286,shan xi,jin zhong,tai gu
287,shan xi,jin zhong,qi
288,shan xi,jin zhong,ping yao
289,shan xi,jin zhong,ling shi
290,shan xi,lin fen,yao du
291,shan xi,lin fen,hou ma
292,shan xi,lin fen,huo zhou
293,shan xi,lin fen,qu wo
294,shan xi,lin fen,yi cheng
295,shan xi,lin fen,xiang fen
296,shan xi,lin fen,hong dong
297,shan xi,lin fen,gu
298,shan xi,lin fen,an ze
299,shan xi,lin fen,fu shan
300,shan xi,lin fen,ji
301,shan xi,lin fen,xiang ning
302,shan xi,lin fen,pu
303,shan xi,lin fen,da ning
304,shan xi,lin fen,yong he
305,shan xi,lin fen,xi
306,shan xi,lin fen,fen xi
307,shan xi,yun cheng,yan hu
308,shan xi,yun cheng,yong ji
309,shan xi,yun cheng,he jin
310,shan xi,yun cheng,rui cheng
311,shan xi,yun cheng,lin yi
312,shan xi,yun cheng,wan rong
313,shan xi,yun cheng,xin jiang
314,shan xi,yun cheng,ji shan
315,shan xi,yun cheng,wen xi
316,shan xi,yun cheng,xia
317,shan xi,yun cheng,jiang
318,shan xi,yun cheng,ping lu
319,shan xi,yun cheng,yuan qu
320,nei meng gu,hu he hao te,xin cheng
321,nei meng gu,hu he hao te,hui min
322,nei meng gu,hu he hao te,yu quan
323,nei meng gu,hu he hao te,sai han
324,nei meng gu,hu he hao te,tu mo te zuo
325,nei meng gu,hu he hao te,tuo ke tuo
326,nei meng gu,hu he hao te,he lin ge er
327,nei meng gu,hu he hao te,qing shui he
328,nei meng gu,hu he hao te,wu chuan
329,nei meng gu,bao tou,dong he
330,nei meng gu,bao tou,kun du lun
331,nei meng gu,bao tou,qing shan
332,nei meng gu,bao tou,shi guai
333,nei meng gu,bao tou,bai yun e bo kuang
334,nei meng gu,bao tou,jiu yuan
335,nei meng gu,bao tou,tu mo te you
336,nei meng gu,bao tou,gu yang
337,nei meng gu,bao tou,da er han mao ming an lian he
338,nei meng gu,wu hai,hai bo wan
339,nei meng gu,wu hai,hai nan
340,nei meng gu,wu hai,wu da
341,nei meng gu,chi feng,hong shan
342,nei meng gu,chi feng,yuan bao shan
343,nei meng gu,chi feng,song shan
344,nei meng gu,chi feng,a lu ke er qin
345,nei meng gu,chi feng,ba lin zuo
346,nei meng gu,chi feng,ba lin you
347,nei meng gu,chi feng,lin xi
348,nei meng gu,chi feng,ke shi ke teng
349,nei meng gu,chi feng,weng niu te
350,nei meng gu,chi feng,ka la qin
351,nei meng gu,chi feng,ning cheng
352,nei meng gu,chi feng,ao han
353,nei meng gu,hu lun bei er,hai la er
354,nei meng gu,hu lun bei er,zha lai nuo er
355,nei meng gu,hu lun bei er,man zhou li
356,nei meng gu,hu lun bei er,zha lan tun
357,nei meng gu,hu lun bei er,ya ke shi
358,nei meng gu,hu lun bei er,gen he
359,nei meng gu,hu lun bei er,e er gu na
360,nei meng gu,hu lun bei er,a rong
361,nei meng gu,hu lun bei er,mo li da wa da wo er zi zhi
362,nei meng gu,hu lun bei er,e lun chun zi zhi
363,nei meng gu,hu lun bei er,e wen ke zi zhi
364,nei meng gu,hu lun bei er,xin ba er hu you
365,nei meng gu,hu lun bei er,xin ba er hu zuo
366,nei meng gu,hu lun bei er,chen ba er hu
367,nei meng gu,xing an,wu lan hao te
368,nei meng gu,xing an,a er shan
369,nei meng gu,xing an,ke er qin you yi qian
370,nei meng gu,xing an,ke er qin you yi zhong
371,nei meng gu,xing an,zha lai te
372,nei meng gu,xing an,tu quan
373,nei meng gu,tong liao,ke er qin
374,nei meng gu,tong liao,huo lin guo le
375,nei meng gu,tong liao,ke er qin zuo yi zhong
376,nei meng gu,tong liao,ke er qin zuo yi hou
377,nei meng gu,tong liao,kai lu
378,nei meng gu,tong liao,ku lun
379,nei meng gu,tong liao,nai man
380,nei meng gu,tong liao,zha lu te
381,nei meng gu,xi lin guo le,er lian hao te
382,nei meng gu,xi lin guo le,xi lin hao te
383,nei meng gu,xi lin guo le,a ba ga
384,nei meng gu,xi lin guo le,su ni te zuo
385,nei meng gu,xi lin guo le,su ni te you
386,nei meng gu,xi lin guo le,dong wu zhu mu qin
387,nei meng gu,xi lin guo le,xi wu zhu mu qin
388,nei meng gu,xi lin guo le,tai pu si
389,nei meng gu,xi lin guo le,xiang huang
390,nei meng gu,xi lin guo le,zheng xiang bai
391,nei meng gu,xi lin guo le,zheng lan
392,nei meng gu,xi lin guo le,duo lun
393,nei meng gu,wu lan cha bu,ji ning
394,nei meng gu,wu lan cha bu,feng zhen
395,nei meng gu,wu lan cha bu,zhuo zi
396,nei meng gu,wu lan cha bu,hua de
397,nei meng gu,wu lan cha bu,shang du
398,nei meng gu,wu lan cha bu,xing he
399,nei meng gu,wu lan cha bu,liang cheng
400,nei meng gu,wu lan cha bu,cha ha er you yi qian
401,nei meng gu,wu lan cha bu,cha ha er you yi zhong
402,nei meng gu,wu lan cha bu,cha ha er you yi hou
403,nei meng gu,wu lan cha bu,si zi wang
404,nei meng gu,e er duo si,dong sheng
405,nei meng gu,e er duo si,kang ba shi
406,nei meng gu,e er duo si,da la te
407,nei meng gu,e er duo si,zhun ge er
408,nei meng gu,e er duo si,e tuo ke qian
409,nei meng gu,e er duo si,e tuo ke
410,nei meng gu,e er duo si,hang jin
411,nei meng gu,e er duo si,yi jin huo luo
412,nei meng gu,ba yan nao er,lin he
413,nei meng gu,ba yan nao er,wu yuan
414,nei meng gu,ba yan nao er,deng kou
415,nei meng gu,ba yan nao er,wu la te qian
416,nei meng gu,ba yan nao er,wu la te zhong
417,nei meng gu,ba yan nao er,wu la te hou
418,nei meng gu,ba yan nao er,hang jin hou
419,nei meng gu,a la shan,a la shan zuo
420,nei meng gu,a la shan,a la shan you
421,nei meng gu,a la shan,e ji na
422,liao ning,shen yang,he ping
423,liao ning,shen yang,shen he
424,liao ning,shen yang,da dong
425,liao ning,shen yang,huang gu
426,liao ning,shen yang,tie xi
427,liao ning,shen yang,su jia tun
428,liao ning,shen yang,hun nan
429,liao ning,shen yang,shen bei xin
430,liao ning,shen yang,yu hong
431,liao ning,shen yang,liao zhong
432,liao ning,shen yang,kang ping
433,liao ning,shen yang,fa ku
434,liao ning,shen yang,xin min
435,liao ning,da lian,zhong shan
436,liao ning,da lian,xi gang
437,liao ning,da lian,sha he kou
438,liao ning,da lian,gan jing zi
439,liao ning,da lian,lv shun kou
440,liao ning,da lian,jin zhou
441,liao ning,da lian,pu lan dian
442,liao ning,da lian,wa fang dian
443,liao ning,da lian,zhuang he
444,liao ning,da lian,chang hai
445,liao ning,an shan,tie dong
446,liao ning,an shan,tie xi
447,liao ning,an shan,li shan
448,liao ning,an shan,qian shan
449,liao ning,an shan,tai an
450,liao ning,an shan,xiu yan man
451,liao ning,an shan,hai cheng
452,liao ning,fu shun,xin fu
453,liao ning,fu shun,dong zhou
454,liao ning,fu shun,wang hua
455,liao ning,fu shun,shun cheng
456,liao ning,fu shun,fu shun
457,liao ning,fu shun,xin bin man
458,liao ning,fu shun,qing yuan man
459,liao ning,ben xi,ping shan
460,liao ning,ben xi,xi hu
461,liao ning,ben xi,ming shan
462,liao ning,ben xi,nan fen
463,liao ning,ben xi,ben xi man
464,liao ning,ben xi,huan ren man
465,liao ning,dan dong,yuan bao
466,liao ning,dan dong,zhen xing
467,liao ning,dan dong,zhen an
468,liao ning,dan dong,kuan dian man
469,liao ning,dan dong,dong gang
470,liao ning,dan dong,feng cheng
471,liao ning,jin zhou,gu ta
472,liao ning,jin zhou,ling he
473,liao ning,jin zhou,tai he
474,liao ning,jin zhou,hei shan
475,liao ning,jin zhou,yi
476,liao ning,jin zhou,ling hai
477,liao ning,jin zhou,bei zhen
478,liao ning,ying kou,zhan qian
479,liao ning,ying kou,xi
480,liao ning,ying kou,bo yu quan
481,liao ning,ying kou,lao bian
482,liao ning,ying kou,gai zhou
483,liao ning,ying kou,da shi qiao
484,liao ning,fu xin,hai zhou
485,liao ning,fu xin,xin qiu
486,liao ning,fu xin,tai ping
487,liao ning,fu xin,qing he men
488,liao ning,fu xin,xi he
489,liao ning,fu xin,fu xin meng gu
490,liao ning,fu xin,zhang wu
491,liao ning,liao yang,bai ta
492,liao ning,liao yang,wen sheng
493,liao ning,liao yang,hong wei
494,liao ning,liao yang,gong chang ling
495,liao ning,liao yang,tai zi he
496,liao ning,liao yang,liao yang
497,liao ning,liao yang,deng ta
498,liao ning,pan jin,shuang tai zi
499,liao ning,pan jin,xing long tai
500,liao ning,pan jin,da wa
501,liao ning,pan jin,pan shan
502,liao ning,tie ling,yin zhou
503,liao ning,tie ling,qing he
504,liao ning,tie ling,tie ling
505,liao ning,tie ling,xi feng
506,liao ning,tie ling,chang tu
507,liao ning,tie ling,diao bing shan
508,liao ning,tie ling,kai yuan
509,liao ning,zhao yang,shuang ta
510,liao ning,zhao yang,long cheng
511,liao ning,zhao yang,zhao yang
512,liao ning,zhao yang,jian ping
513,liao ning,zhao yang,ka la qin zuo yi meng gu
514,liao ning,zhao yang,bei piao
515,liao ning,zhao yang,ling yuan
516,liao ning,hu lu dao,lian shan
517,liao ning,hu lu dao,long gang
518,liao ning,hu lu dao,nan piao
519,liao ning,hu lu dao,sui zhong
520,liao ning,hu lu dao,jian chang
521,liao ning,hu lu dao,xing cheng
522,ji lin,chang chun,nan guan
523,ji lin,chang chun,kuan cheng
524,ji lin,chang chun,zhao yang
525,ji lin,chang chun,er dao
526,ji lin,chang chun,lv yuan
527,ji lin,chang chun,shuang yang
528,ji lin,chang chun,jiu tai
529,ji lin,chang chun,nong an
530,ji lin,chang chun,yu shu
531,ji lin,chang chun,de hui
532,ji lin,ji lin,chang yi
533,ji lin,ji lin,long tan
534,ji lin,ji lin,chuan ying
535,ji lin,ji lin,feng man
536,ji lin,ji lin,yong ji
537,ji lin,ji lin,jiao he
538,ji lin,ji lin,hua dian
539,ji lin,ji lin,shu lan
540,ji lin,ji lin,pan shi
541,ji lin,si ping,tie xi
542,ji lin,si ping,tie dong
543,ji lin,si ping,li shu
544,ji lin,si ping,yi tong man
545,ji lin,si ping,gong zhu ling
546,ji lin,si ping,shuang liao
547,ji lin,liao yuan,long shan
548,ji lin,liao yuan,xi an
549,ji lin,liao yuan,dong feng
550,ji lin,liao yuan,dong liao
551,ji lin,tong hua,dong chang
552,ji lin,tong hua,er dao jiang
553,ji lin,tong hua,tong hua
554,ji lin,tong hua,hui nan
555,ji lin,tong hua,liu he
556,ji lin,tong hua,mei he kou
557,ji lin,tong hua,ji an
558,ji lin,bai shan,hun jiang
559,ji lin,bai shan,jiang yuan
560,ji lin,bai shan,fu song
561,ji lin,bai shan,jing yu
562,ji lin,bai shan,chang bai zhao xian
563,ji lin,bai shan,lin jiang
564,ji lin,song yuan,ning jiang
565,ji lin,song yuan,qian guo er luo si meng gu
566,ji lin,song yuan,chang ling
567,ji lin,song yuan,gan an
568,ji lin,song yuan,fu yu
569,ji lin,bai cheng,tao bei
570,ji lin,bai cheng,zhen lai
571,ji lin,bai cheng,tong yu
572,ji lin,bai cheng,tao nan
573,ji lin,bai cheng,da an
574,ji lin,yan bian zhao xian,yan ji
575,ji lin,yan bian zhao xian,tu men
576,ji lin,yan bian zhao xian,dun hua
577,ji lin,yan bian zhao xian,hun chun
578,ji lin,yan bian zhao xian,long jing
579,ji lin,yan bian zhao xian,he long
580,ji lin,yan bian zhao xian,wang qing
581,ji lin,yan bian zhao xian,an tu
582,hei long jiang,ha er bin,dao li
583,hei long jiang,ha er bin,nan gang
584,hei long jiang,ha er bin,dao wai
585,hei long jiang,ha er bin,song bei
586,hei long jiang,ha er bin,xiang fang
587,hei long jiang,ha er bin,a cheng
588,hei long jiang,ha er bin,ping fang
589,hei long jiang,ha er bin,hu lan
590,hei long jiang,ha er bin,shuang cheng
591,hei long jiang,ha er bin,yi lan
592,hei long jiang,ha er bin,fang zheng
593,hei long jiang,ha er bin,bin
594,hei long jiang,ha er bin,ba yan
595,hei long jiang,ha er bin,mu lan
596,hei long jiang,ha er bin,tong he
597,hei long jiang,ha er bin,yan shou
598,hei long jiang,ha er bin,shang zhi
599,hei long jiang,ha er bin,wu chang
600,hei long jiang,qi qi ha er,long sha
601,hei long jiang,qi qi ha er,jian hua
602,hei long jiang,qi qi ha er,tie feng
603,hei long jiang,qi qi ha er,ang ang xi
604,hei long jiang,qi qi ha er,fu la er ji
605,hei long jiang,qi qi ha er,nian zi shan
606,hei long jiang,qi qi ha er,mei li si da wo er
607,hei long jiang,qi qi ha er,long jiang
608,hei long jiang,qi qi ha er,yi an
609,hei long jiang,qi qi ha er,tai lai
610,hei long jiang,qi qi ha er,gan nan
611,hei long jiang,qi qi ha er,fu yu
612,hei long jiang,qi qi ha er,ke shan
613,hei long jiang,qi qi ha er,ke dong
614,hei long jiang,qi qi ha er,bai quan
615,hei long jiang,qi qi ha er,ne he
616,hei long jiang,ji xi,ji guan
617,hei long jiang,ji xi,heng shan
618,hei long jiang,ji xi,di dao
619,hei long jiang,ji xi,li shu
620,hei long jiang,ji xi,cheng zi he
621,hei long jiang,ji xi,ma shan
622,hei long jiang,ji xi,ji dong
623,hei long jiang,ji xi,hu lin
624,hei long jiang,ji xi,mi shan
625,hei long jiang,he gang,xiang yang
626,hei long jiang,he gang,gong nong
627,hei long jiang,he gang,nan shan
628,hei long jiang,he gang,xing an
629,hei long jiang,he gang,dong shan
630,hei long jiang,he gang,xing shan
631,hei long jiang,he gang,luo bei
632,hei long jiang,he gang,sui bin
633,hei long jiang,shuang ya shan,jian shan
634,hei long jiang,shuang ya shan,ling dong
635,hei long jiang,shuang ya shan,si fang tai
636,hei long jiang,shuang ya shan,bao shan
637,hei long jiang,shuang ya shan,ji xian
638,hei long jiang,shuang ya shan,you yi
639,hei long jiang,shuang ya shan,bao qing
640,hei long jiang,shuang ya shan,rao he
641,hei long jiang,da qing,sa er tu
642,hei long jiang,da qing,long feng
643,hei long jiang,da qing,rang hu lu
644,hei long jiang,da qing,hong gang
645,hei long jiang,da qing,da tong
646,hei long jiang,da qing,zhao zhou
647,hei long jiang,da qing,zhao yuan
648,hei long jiang,da qing,lin dian
649,hei long jiang,da qing,du er bo te meng gu
650,hei long jiang,yi chun,yi chun
651,hei long jiang,yi chun,nan cha
652,hei long jiang,yi chun,you hao
653,hei long jiang,yi chun,xi lin
654,hei long jiang,yi chun,cui luan
655,hei long jiang,yi chun,xin qing
656,hei long jiang,yi chun,mei xi
657,hei long jiang,yi chun,jin shan tun
658,hei long jiang,yi chun,wu ying
659,hei long jiang,yi chun,wu ma he
660,hei long jiang,yi chun,tang wang he
661,hei long jiang,yi chun,dai ling
662,hei long jiang,yi chun,wu yi ling
663,hei long jiang,yi chun,hong xing
664,hei long jiang,yi chun,shang gan ling
665,hei long jiang,yi chun,jia yin
666,hei long jiang,yi chun,tie li
667,hei long jiang,jia mu si,xiang yang
668,hei long jiang,jia mu si,qian jin
669,hei long jiang,jia mu si,dong feng
670,hei long jiang,jia mu si,jiao
671,hei long jiang,jia mu si,hua nan
672,hei long jiang,jia mu si,hua chuan
673,hei long jiang,jia mu si,tang yuan
674,hei long jiang,jia mu si,fu yuan
675,hei long jiang,jia mu si,tong jiang
676,hei long jiang,jia mu si,fu jin
677,hei long jiang,qi tai he,xin xing
678,hei long jiang,qi tai he,tao shan
679,hei long jiang,qi tai he,qie zi he
680,hei long jiang,qi tai he,bo li
681,hei long jiang,mu dan jiang,dong an
682,hei long jiang,mu dan jiang,yang ming
683,hei long jiang,mu dan jiang,ai min
684,hei long jiang,mu dan jiang,xi an
685,hei long jiang,mu dan jiang,dong ning
686,hei long jiang,mu dan jiang,lin kou
687,hei long jiang,mu dan jiang,sui fen he
688,hei long jiang,mu dan jiang,hai lin
689,hei long jiang,mu dan jiang,ning an
690,hei long jiang,mu dan jiang,mu leng
691,hei long jiang,hei he,ai hui
692,hei long jiang,hei he,nen jiang
693,hei long jiang,hei he,xun ke
694,hei long jiang,hei he,sun wu
695,hei long jiang,hei he,bei an
696,hei long jiang,hei he,wu da lian chi
697,hei long jiang,sui hua,bei lin
698,hei long jiang,sui hua,an da
699,hei long jiang,sui hua,zhao dong
700,hei long jiang,sui hua,hai lun
701,hei long jiang,sui hua,wang kui
702,hei long jiang,sui hua,lan xi
703,hei long jiang,sui hua,qing gang
704,hei long jiang,sui hua,qing an
705,hei long jiang,sui hua,ming shui
706,hei long jiang,sui hua,sui leng
707,hei long jiang,da xing an ling di,hu ma
708,hei long jiang,da xing an ling di,ta he
709,hei long jiang,da xing an ling di,mo he
710,hei long jiang,da xing an ling di,jia ge da qi
711,hei long jiang,da xing an ling di,song ling
712,hei long jiang,da xing an ling di,xin lin
713,hei long jiang,da xing an ling di,hu zhong
714,shang hai,shang hai,huang pu
715,shang hai,shang hai,xu hui
716,shang hai,shang hai,chang ning
717,shang hai,shang hai,yang pu
718,shang hai,shang hai,hong kou
719,shang hai,shang hai,min xing
720,shang hai,shang hai,pu tuo
721,shang hai,shang hai,bao shan
722,shang hai,shang hai,jing an
723,shang hai,shang hai,song jiang
724,shang hai,shang hai,jia ding
725,shang hai,shang hai,jin shan
726,shang hai,shang hai,qing pu
727,shang hai,shang hai,feng xian
728,shang hai,shang hai,pu dong xin
729,shang hai,shang hai,chong ming
730,jiang su,nan jing,xuan wu
731,jiang su,nan jing,qin huai
732,jiang su,nan jing,jian ye
733,jiang su,nan jing,gu lou
734,jiang su,nan jing,pu kou
735,jiang su,nan jing,qi xia
736,jiang su,nan jing,yu hua tai
737,jiang su,nan jing,jiang ning
738,jiang su,nan jing,liu he
739,jiang su,nan jing,li shui
740,jiang su,nan jing,gao chun
741,jiang su,wu xi,bin hu
742,jiang su,wu xi,liang xi
743,jiang su,wu xi,xi shan
744,jiang su,wu xi,hui shan
745,jiang su,wu xi,xin wu
746,jiang su,wu xi,jiang yin
747,jiang su,wu xi,yi xing
748,jiang su,xu zhou,gu lou
749,jiang su,xu zhou,yun long
750,jiang su,xu zhou,jia wang
751,jiang su,xu zhou,quan shan
